Date,Electricity_Price_EUR_per_MWh
2018-01-06,36.29
2018-01-07,23.26
2018-01-08,30.26
2018-01-09,30.97
2018-01-10,41.64
2018-01-11,47.55
2018-01-12,42.13
2018-01-13,33.12
2018-01-14,28.64
2018-01-15,25.21
2018-01-16,28.54
2018-01-17,28.65
2018-01-18,31.04
2018-01-19,40.47
2018-01-20,35.96
2018-01-21,34.41
2018-01-22,38.2
2018-01-23,36.41
2018-01-24,23.52
2018-01-25,34.33
2018-01-26,45.13
2018-01-27,31.27
2018-01-28,5.11
2018-01-29,17.07
2018-01-30,36.46
2018-01-31,28.99
2018-02-01,34.26
2018-02-02,40.67
2018-02-03,40.14
2018-02-04,33.56
2018-02-05,45.27
2018-02-06,47.05
2018-02-07,47.47
2018-02-08,49.6
2018-02-09,40.87
2018-02-10,38.61
2018-02-11,11.25
2018-02-12,33.65
2018-02-13,39.72
2018-02-14,39.61
2018-02-15,34.35
2018-02-16,40.58
2018-02-17,40.58
2018-02-18,36.53
2018-02-19,50.65
2018-02-20,48.85
2018-02-21,46.83
2018-02-22,47.39
2018-02-23,44.21
2018-02-24,23.68
2018-02-25,35.15
2018-02-26,47.04
2018-02-27,48.29
2018-02-28,37.57
2018-03-01,30.02
2018-03-02,40.59
2018-03-03,34.37
2018-03-04,31.1
2018-03-05,49.65
2018-03-06,49.93
2018-03-07,48.31
2018-03-08,36.63
2018-03-09,37.8
2018-03-10,34.73
2018-03-11,28.71
2018-03-12,41.24
2018-03-13,39.91
2018-03-14,46.43
2018-03-15,24.07
2018-03-16,29.37
2018-03-17,3.34
2018-03-18,3.17
2018-03-19,49.45
2018-03-20,43.02
2018-03-21,51.51
2018-03-22,43.94
2018-03-23,52.78
2018-03-24,41.39
2018-03-25,37.87
2018-03-26,52.87
2018-03-27,44.58
2018-03-28,39.56
2018-03-29,39.16
2018-03-30,26.42
2018-03-31,26.23
2018-04-01,29.55
2018-04-02,31.19
2018-04-03,35.36
2018-04-04,36.1
2018-04-05,33.94
2018-04-06,34.84
2018-04-07,26.13
2018-04-08,29.83
2018-04-09,38.9
2018-04-10,35.23
2018-04-11,33.59
2018-04-12,32.84
2018-04-13,37.08
2018-04-14,35.52
2018-04-15,33.61
2018-04-16,41.09
2018-04-17,39.47
2018-04-18,38.3
2018-04-19,37.55
2018-04-20,37.04
2018-04-21,32.39
2018-04-22,26.73
2018-04-23,34.55
2018-04-24,34.71
2018-04-25,31.27
2018-04-26,33.36
2018-04-27,37.16
2018-04-28,32.63
2018-04-29,27.44
2018-04-30,23.67
2018-05-01,16.23
2018-05-02,37.83
2018-05-03,37.74
2018-05-04,37.91
2018-05-05,31.47
2018-05-06,27.34
2018-05-07,35.14
2018-05-08,31.44
2018-05-09,36.27
2018-05-10,30.56
2018-05-11,39.06
