Date,Electricity_Price_EUR_per_MWh
2016-09-26,43.0
2016-09-27,42.22
2016-09-28,43.16
2016-09-29,38.89
2016-09-30,42.91
2016-10-01,37.53
2016-10-02,32.19
2016-10-03,43.82
2016-10-04,41.78
2016-10-05,38.99
2016-10-06,48.32
2016-10-07,57.88
2016-10-08,43.85
2016-10-09,36.7
2016-10-10,57.84
2016-10-11,70.6
2016-10-12,63.18
2016-10-13,64.28
2016-10-14,63.64
2016-10-15,43.69
2016-10-16,39.57
2016-10-17,58.02
2016-10-18,66.85
2016-10-19,68.09
2016-10-20,76.38
2016-10-21,72.41
2016-10-22,55.41
2016-10-23,44.14
2016-10-24,73.16
2016-10-25,80.36
2016-10-26,70.0
2016-10-27,61.18
2016-10-28,58.93
2016-10-29,52.18
2016-10-30,40.82
2016-10-31,48.99
2016-11-01,47.82
2016-11-02,63.87
2016-11-03,69.21
2016-11-04,73.95
2016-11-05,50.47
2016-11-06,43.52
2016-11-07,125.92
2016-11-08,114.96
2016-11-09,88.4
2016-11-10,73.6
2016-11-11,61.93
2016-11-12,59.71
2016-11-13,52.71
2016-11-14,118.96
2016-11-15,86.62
2016-11-16,65.9
2016-11-17,59.29
2016-11-18,57.58
2016-11-19,50.98
2016-11-20,38.34
2016-11-21,41.03
2016-11-22,53.5
2016-11-23,52.56
2016-11-24,50.87
2016-11-25,52.76
2016-11-26,44.32
2016-11-27,38.1
2016-11-28,56.49
2016-11-29,71.28
2016-11-30,90.68
2016-12-01,102.88
2016-12-02,71.48
2016-12-03,55.86
2016-12-04,43.37
2016-12-05,63.28
2016-12-06,65.81
2016-12-07,61.29
2016-12-08,53.88
2016-12-09,55.32
2016-12-10,51.76
2016-12-11,51.55
2016-12-12,64.48
2016-12-13,64.08
2016-12-14,67.8
2016-12-15,68.44
2016-12-16,63.91
2016-12-17,53.92
2016-12-18,50.59
2016-12-19,67.42
2016-12-20,67.87
2016-12-21,64.72
2016-12-22,64.26
2016-12-23,56.4
2016-12-24,50.1
2016-12-25,36.61
2016-12-26,44.58
2016-12-27,56.34
2016-12-28,51.71
2016-12-29,52.03
2016-12-30,60.03
2016-12-31,54.59
2017-01-01,50.07
2017-01-02,60.67
2017-01-03,69.87
2017-01-04,65.93
2017-01-05,66.61
2017-01-06,75.18
2017-01-07,62.66
2017-01-08,59.24
2017-01-09,70.33
2017-01-10,73.34
2017-01-11,77.53
2017-01-12,73.99
2017-01-13,79.9
2017-01-14,66.02
2017-01-15,63.76
2017-01-16,89.62
2017-01-17,106.16
2017-01-18,94.43
2017-01-19,92.26
2017-01-20,98.87
2017-01-21,75.26
2017-01-22,71.15
2017-01-23,94.4
2017-01-24,116.54
2017-01-25,121.27
2017-01-26,108.73
2017-01-27,77.41
2017-01-28,58.15
2017-01-29,58.56
2017-01-30,63.53
2017-01-31,76.43
2017-02-01,65.29
2017-02-02,46.98
2017-02-03,47.62
2017-02-04,45.91
2017-02-05,47.73
2017-02-06,67.39
2017-02-07,60.64
2017-02-08,63.58
2017-02-09,63.04
2017-02-10,67.49
2017-02-11,54.65
2017-02-12,42.43
2017-02-13,50.02
2017-02-14,54.53
2017-02-15,52.23
2017-02-16,55.17
2017-02-17,54.22
2017-02-18,46.35
2017-02-19,44.79
2017-02-20,52.85
2017-02-21,50.22
2017-02-22,47.74
2017-02-23,43.28
2017-02-24,50.14
2017-02-25,44.62
2017-02-26,38.03
2017-02-27,40.3
2017-02-28,40.11
2017-03-01,45.79
2017-03-02,46.52
2017-03-03,39.34
2017-03-04,36.14
2017-03-05,21.62
2017-03-06,40.91
2017-03-07,45.52
2017-03-08,42.79
2017-03-09,42.43
2017-03-10,40.18
2017-03-11,33.04
2017-03-12,21.97
2017-03-13,35.69
2017-03-14,39.09
2017-03-15,38.55
2017-03-16,36.65
2017-03-17,35.52
2017-03-18,25.23
2017-03-19,20.74
2017-03-20,32.77
2017-03-21,39.35
2017-03-22,37.65
2017-03-23,37.14
2017-03-24,35.99
2017-03-25,28.21
2017-03-26,28.16
2017-03-27,34.74
2017-03-28,34.61
2017-03-29,35.15
2017-03-30,33.24
2017-03-31,32.66
2017-04-01,31.52
2017-04-02,30.59
2017-04-03,37.58
2017-04-04,38.6
2017-04-05,35.76
2017-04-06,36.02
2017-04-07,38.31
2017-04-08,34.46
2017-04-09,28.91
2017-04-10,34.26
2017-04-11,36.06
2017-04-12,35.79
2017-04-13,34.52
2017-04-14,34.58
2017-04-15,31.76
2017-04-16,29.6
2017-04-17,26.91
2017-04-18,35.94
2017-04-19,38.36
2017-04-20,40.54
2017-04-21,44.68
2017-04-22,32.79
2017-04-23,25.25
2017-04-24,36.14
2017-04-25,37.26
2017-04-26,43.73
2017-04-27,43.97
2017-04-28,41.79
2017-04-29,32.06
2017-04-30,14.34
2017-05-01,20.42
2017-05-02,42.56
2017-05-03,46.26
2017-05-04,44.46
2017-05-05,39.31
2017-05-06,33.07
2017-05-07,29.89
2017-05-08,34.29
2017-05-09,40.22
2017-05-10,39.86
2017-05-11,37.11
2017-05-12,37.38
2017-05-13,31.83
2017-05-14,28.58
2017-05-15,36.42
2017-05-16,34.53
2017-05-17,32.98
2017-05-18,34.34
2017-05-19,34.27
2017-05-20,27.86
2017-05-21,21.8
2017-05-22,36.33
2017-05-23,33.14
2017-05-24,33.14
2017-05-25,27.98
2017-05-26,32.95
2017-05-27,27.37
2017-05-28,23.96
2017-05-29,37.73
2017-05-30,40.66
2017-05-31,41.42
2017-06-01,39.02
2017-06-02,36.49
2017-06-03,31.06
2017-06-04,22.48
2017-06-05,28.42
2017-06-06,21.22
2017-06-07,21.6
2017-06-08,30.44
2017-06-09,33.8
2017-06-10,30.52
2017-06-11,22.86
2017-06-12,33.32
2017-06-13,36.45
2017-06-14,38.02
2017-06-15,34.36
2017-06-16,29.92
2017-06-17,27.71
2017-06-18,28.19
2017-06-19,38.09
2017-06-20,38.74
2017-06-21,46.36
2017-06-22,41.1
2017-06-23,34.36
2017-06-24,25.92
2017-06-25,20.97
2017-06-26,41.42
2017-06-27,41.13
2017-06-28,36.06
2017-06-29,38.07
2017-06-30,33.99
2017-07-01,30.45
2017-07-02,27.37
2017-07-03,39.07
2017-07-04,42.45
2017-07-05,43.71
2017-07-06,45.66
2017-07-07,40.29
2017-07-08,34.05
2017-07-09,33.11
2017-07-10,40.18
2017-07-11,36.93
2017-07-12,36.21
2017-07-13,36.27
2017-07-14,33.99
2017-07-15,32.46
2017-07-16,30.99
2017-07-17,37.57
2017-07-18,39.38
2017-07-19,36.46
2017-07-20,36.64
2017-07-21,36.86
2017-07-22,33.24
2017-07-23,27.81
2017-07-24,38.56
2017-07-25,34.91
2017-07-26,33.72
2017-07-27,33.8
2017-07-28,32.6
2017-07-29,21.26
2017-07-30,14.56
